c1,c1_context,c2,c2_context,match_type
virgin active,,Virgin,,Match
virgin active,,Virgin Activ,,Match
virgin active,,V Active,,Match
virgin active,,V.Active,,Match
reed,,Reed,,Match
reed,,reedd,,Match
reed,,Read,,Match
reed,,Reed Ltd,,Match
reed,,Rreed,,Match
reed,,R3ed,,Match
new look,,New Look,,Match
new look,,NewLook,,Match
new look,,newlook,,Match
new look,,Nw Look,,Match
new look,,New-Look,,Match
new look,,new look,,Match
new look,,new lok,,Match
save the children,,Save the Children,,Match
save the children,,Save The Children,,Match
save the children,,Save the children,,Match
save the children,,Save Children,,Match
save the children,,SaveChild,,Match
save the children,,SaveTheChildren,,Match
save the children,,Save The Children Org,,Match
savills,,Savills,,Match
savills,,Savils,,Match
savills,,Savill's,,Match
savills,,Savell's,,Match
savills,,SAVILLS,,Match
savills,,Savils Ltd,,Match
savills,,Savil's,,Match
selfridges,,Selfridges,,Match
selfridges,,Selfridges & Co,,Match
selfridges,,Selfridge,,Match
selfridges,,Selridges,,Match
selfridges,,Selfridegs,,Match
selfridges,,Selfirdges,,Match
selfridges,,Selfridges and Co.,,Match
home office,,Home Office,,Match
home office,,HomeOfc,,Match
home office,,homeofice,,Match
home office,,H Office,,Match
home office,,House Office,,Match
home office,,hm office,,Match
home office,,HmOff,,Match
oxford university press,,Oxford University Press,,Match
oxford university press,,Oxford Uni Press,,Match
oxford university press,,Oxford Univ. Press,,Match
oxford university press,,OUP,,Match
oxford university press,,Ox Univ Press,,Match
oxford university press,,Oxford Univ Press,,Match
oxford university press,,OU Press,,Match
ee,,EE,,Match
ee,,E E,,Match
ee,,E.E.,,Match
ee,,ee,,Match
ee,,EE Mobile,,Match
ee,,eE,,Match
ee,,EE Ltd,,Match
metropolitan police,,Metropolitan Police,,Match
metropolitan police,,Metropolitan police,,Match
metropolitan police,,Met police,,Match
metropolitan police,,Met Police,,Match
metropolitan police,,Met Pol,,Match
metropolitan police,,metpolice,,Match
metropolitan police,,Met. Police,,Match
save the children international,,save the children,,Match
save the children international,,save the children intl,,Match
save the children international,,save the children int'l,,Match
save the children international,,save the children international org,,Match
save the children international,,STC international,,Match
save the children international,,save children international,,Match
save the children international,,save the childs international,,Match
hibu,,hiubu,,Match
hibu,,hibuu,,Match
hibu,,hiboo,,Match
hibu,,hibu plc,,Match
hibu,,hibuu plc,,Match
hibu,,hibu group,,Match
hibu,,ihu,,Match
university of glasgow,,glasgow university,,Match
university of glasgow,,uni of glasgow,,Match
university of glasgow,,univ of glasgow,,Match
university of glasgow,,university glasgow,,Match
university of glasgow,,university of glaskow,,Match
university of glasgow,,university of glassgow,,Match
university of glasgow,,uglasgow,,Match
zenith,,zenith company,,Match
zenith,,zenith co,,Match
zenith,,zenith group,,Match
zenith,,zenith org,,Match
zenith,,zenith corp,,Match
zenith,,zeenth,,Match
zenith,,zenithc,,Match
house of fraser,,house of frasar,,Match
house of fraser,,house of frasor,,Match
house of fraser,,house of frsaser,,Match
house of fraser,,house fraser,,Match
house of fraser,,house frasor,,Match
house of fraser,,house frasar,,Match
house of fraser,,house of faser,,Match
cardiff university,,university of cardiff,,Match
cardiff university,,cardif university,,Match
cardiff university,,uni of cardiff,,Match
cardiff university,,cardiff uni,,Match
cardiff university,,cardiff univ,,Match
cardiff university,,cardif uni,,Match
cardiff university,,cardif univ,,Match
nga human resources,,nga hr,,Match
nga human resources,,nga human resource,,Match
nga human resources,,nga human resorces,,Match
nga human resources,,nga human resourses,,Match
nga human resources,,nga human resourcess,,Match
nga human resources,,nga ressourses,,Match
nga human resources,,nga human resorce,,Match
legal & general,,legal and general,,Match
legal & general,,legal & gen,,Match
legal & general,,legal and gen,,Match
legal & general,,legal + general,,Match
legal & general,,legal + gen,,Match
legal & general,,legal general,,Match
legal & general,,leggal & general,,Match
newcastle university,,university of newcastle,,Match
newcastle university,,newcastle univ,,Match
newcastle university,,newcastle uni,,Match
newcastle university,,uni of newcastle,,Match
newcastle university,,new castle university,,Match
newcastle university,,newcastle unversity,,Match
newcastle university,,newkassel university,,Match
williams lea,,williams lea tag,,Match
williams lea,,william lea,,Match
williams lea,,williams leah,,Match
williams lea,,williams lea corp,,Match
williams lea,,williams leane,,Match
williams lea,,william lea tag,,Match
williams lea,,william leah,,Match
mitie,,miti,,Match
mitie,,mitty,,Match
mitie,,mytie,,Match
mitie,,mitie group,,Match
mitie,,mitty group,,Match
mitie,,mitie plc,,Match
mitie,,mytie group,,Match
clarks,,clark,,Match
clarks,,clars,,Match
clarks,,clarks shoes,,Match
clarks,,clark's,,Match
clarks,,clarks plc,,Match
clarks,,clarks limited,,Match
clarks,,clarks retail,,Match
university of exeter,,exeter university,,Match
university of exeter,,uni of exeter,,Match
university of exeter,,univ of exeter,,Match
university of exeter,,university exter,,Match
university of exeter,,university exetor,,Match
university of exeter,,univ. of exeter,,Match
university of exeter,,u of exeter,,Match
university of warwick,,warwick university,,Match
university of warwick,,uni of warwick,,Match
university of warwick,,univ of warwick,,Match
university of warwick,,university warwick,,Match
university of warwick,,warwick uni,,Match
university of warwick,,warick university,,Match
university of warwick,,warwick univerity,,Match
interserve,,interserve plc,,Match
interserve,,interseve,,Match
interserve,,interserivce,,Match
interserve,,en:interserve,,Match
interserve,,interserve company,,Match
interserve,,internserve,,Match
interserve,,interslve,,Match
santander uk,,santander united kingdom,,Match
santander uk,,santanderu k,,Match
santander uk,,santanderuk,,Match
santander uk,,santander uk plc,,Match
santander uk,,santander u.k.,,Match
santander uk,,santander uk ltd,,Match
santander uk,,santa nder uk,,Match
standard life,,standardlife,,Match
standard life,,standard lyfe,,Match
standard life,,standard lif,,Match
standard life,,standard life plc,,Match
standard life,,standard life limited,,Match
standard life,,stnadard life,,Match
standard life,,standard lief,,Match
kier group,,kier,,Match
kier group,,kier grupe,,Match
kier group,,kier inc,,Match
kier group,,kiergroup,,Match
kier group,,kiergroup plc,,Match
kier group,,cier group,,Match
kier group,,kire group,,Match
erm: environmental resources management,,ERM,,Match
erm: environmental resources management,,ERM management,,Match
erm: environmental resources management,,ERM: Environmental Resources,,Match
erm: environmental resources management,,ERM Environmental Resources Management,,Match
erm: environmental resources management,,ERM resources management,,Match
erm: environmental resources management,,environmental resources management,,Match
erm: environmental resources management,,evironmental resources management,,Match
amnesty international,,amnestyinternational,,Match
amnesty international,,amnesty int,,Match
amnesty international,,amnesty intl,,Match
amnesty international,,amnesty international org,,Match
amnesty international,,amnesty internatinal,,Match
amnesty international,,amnesty intrnational,,Match
amnesty international,,amnesty international inc,,Match
carat,,Carat,,Match
carat,,Karate,,Match
carat,,Carate,,Match
carat,,Caret,,Match
carat,,Carraat,,Match
carat,,Carrot,,Match
carat,,Caratt,,Match
post office,,Post Office,,Match
post office,,PostOffice,,Match
post office,,Post-Office,,Match
post office,,Post Offce,,Match
post office,,Pst Office,,Match
post office,,PostOfice,,Match
post office,,PO,,Match
christie's,,Christie's,,Match
christie's,,Christies,,Match
christie's,,Christees,,Match
christie's,,Christes,,Match
christie's,,Christi's,,Match
christie's,,Chritie's,,Match
christie's,,Christy's,,Match
environment agency,,Environment Agency,,Match
environment agency,,Environmental Agency,,Match
environment agency,,Environ Agency,,Match
environment agency,,Env Agency,,Match
environment agency,,E.A.,,Match
environment agency,,Environment Agncy,,Match
environment agency,,Enviro Agcy,,Match
cancer research uk,,Cancer Research UK,,Match
cancer research uk,,Cancer Research U.K.,,Match
cancer research uk,,Cancer Res UK,,Match
cancer research uk,,CancerRsch UK,,Match
cancer research uk,,CancerRes UK,,Match
cancer research uk,,Cancer Rsch UK,,Match
cancer research uk,,CRUK,,Match
university of liverpool,,University of Liverpool,,Match
university of liverpool,,Univ of Liverpool,,Match
university of liverpool,,University Liverpool,,Match
university of liverpool,,Univ Liverpool,,Match
university of liverpool,,U. Liverpool,,Match
university of liverpool,,University of Liverpol,,Match
university of liverpool,,University of Livrpool,,Match
lloyd's register,,Lloyd's Register,,Match
lloyd's register,,Lloyds Register,,Match
lloyd's register,,Llyod's Register,,Match
lloyd's register,,Lloyds Rgister,,Match
lloyd's register,,Lloyd's Rgister,,Match
lloyd's register,,Lloyd Reg,,Match
lloyd's register,,LR,,Match
carphone warehouse,,Carphone Warehouse,,Match
carphone warehouse,,Carphone WHouse,,Match
carphone warehouse,,Carphne Warehouse,,Match
carphone warehouse,,Carfone Warehouse,,Match
carphone warehouse,,CW Warehouse,,Match
carphone warehouse,,Carphone Warehse,,Match
carphone warehouse,,Carphone Warehou,,Match
dixons retail,,Dixons Retail,,Match
dixons retail,,Dixon's Retail,,Match
dixons retail,,Dixon Retail,,Match
dixons retail,,Dixons Rtail,,Match
dixons retail,,Dxn Retail,,Match
dixons retail,,DixonsRetal,,Match
dixons retail,,Dixn's Retail,,Match
centrica,,Centrica,,Match
centrica,,Centrca,,Match
centrica,,Centrcia,,Match
centrica,,Cintrica,,Match
centrica,,Centralca,,Match
centrica,,Centra,,Match
centrica,,Centric,,Match
house of commons,,House of Commons,,Match
house of commons,,H of Commons,,Match
house of commons,,House o' Commons,,Match
house of commons,,Hse of Commons,,Match
house of commons,,Hse Commons,,Match
house of commons,,House of Comons,,Match
house of commons,,House Commnons,,Match
colt technology services,,Colt Technology Services,,Match
colt technology services,,Colt Tech Services,,Match
colt technology services,,Colt Technology Srvcs,,Match
colt technology services,,ColtTechnology Services,,Match
colt technology services,,Colt Tech Srvcs,,Match
colt technology services,,Colt Tech Srvs,,Match
colt technology services,,COLT,,Match
warner music group,,Warner Music Group,,Match
warner music group,,Warner Music Grp,,Match
warner music group,,WarnerMus Group,,Match
warner music group,,WarnerMus Grp,,Match
warner music group,,WMG,,Match
warner music group,,Warner M Group,,Match
warner music group,,Wrnr Music Group,,Match
rentokil initial,,Rentokil Initial,,Match
rentokil initial,,Rentkil Initial,,Match
rentokil initial,,Rentokil Initl,,Match
rentokil initial,,RK Initial,,Match
rentokil initial,,Rentokl Initial,,Match
rentokil initial,,Rent Initial,,Match
rentokil initial,,Rntokil Initial,,Match
bg group,,BG Group,,Match
bg group,,BGGrp,,Match
bg group,,B.G. Group,,Match
bg group,,BG Grp,,Match
bg group,,Bul Group,,Match
bg group,,Bg Group,,Match
bg group,,B.G.Gr,,Match
mitchells & butlers,,Mitchells & Butlers,,Match
mitchells & butlers,,Mitchells and Butlers,,Match
mitchells & butlers,,Mitchells & Btlrs,,Match
mitchells & butlers,,Mitchells Btls,,Match
mitchells & butlers,,Mitchell Butlers,,Match
mitchells & butlers,,M & B,,Match
mitchells & butlers,,Mitchls & Butlers,,Match
isobar,,Isobar,,Match
isobar,,Iso Bar,,Match
isobar,,IsoBar,,Match
isobar,,Isbar,,Match
isobar,,Isobr,,Match
isobar,,Isoar,,Match
isobar,,Iso-ba,,Match
technipfmc,,TechnipFMC,,Match
technipfmc,,Technip FMC,,Match
technipfmc,,Technip-FMC,,Match
technipfmc,,TechnipFM,,Match
technipfmc,,TecnipFMC,,Match
technipfmc,,TechnipF,,Match
technipfmc,,Technip FMC Inc.,,Match
fidelity international,,Fidelity International,,Match
fidelity international,,Fidelity Intl,,Match
fidelity international,,Fidelity Intl',,Match
fidelity international,,Fidelty International,,Match
fidelity international,,Fidelity Internatnl,,Match
fidelity international,,Fidelity Int,,Match
fidelity international,,F.Intl,,Match
amey,,Amey,,Match
amey,,Ammy,,Match
amey,,Amy,,Match
amey,,A.me.y,,Match
amey,,Amey Ltd.,,Match
amey,,AY,,Match
amey,,Amay,,Match
rwe npower,,rwe npwower,,Match
rwe npower,,rwenpower,,Match
rwe npower,,rwe npeower,,Match
rwe npower,,RWE Npower,,Match
rwe npower,,rwe-npower,,Match
rwe npower,,rwe-npowr,,Match
rwe npower,,NPowr,,Match
bdo uk llp,,bdoukllp,,Match
bdo uk llp,,BDO UK LLP,,Match
bdo uk llp,,bdouklp,,Match
bdo uk llp,,BDO UK,,Match
bdo uk llp,,bdo uk lllp,,Match
bdo uk llp,,bdo u k llp,,Match
bdo uk llp,,bd o uk llp,,Match
wsp in the uk,,WSP in the UK,,Match
wsp in the uk,,wsp in theu k,,Match
wsp in the uk,,WspintheUK,,Match
wsp in the uk,,WSPin theUK,,Match
wsp in the uk,,WSP-UK,,Match
wsp in the uk,,WSP (UK),,Match
queen mary university of london,,Queen Mary University of London,,Match
queen mary university of london,,qmuol,,Match
queen mary university of london,,Queen Mary University,,Match
queen mary university of london,,QueenMaryUni,,Match
queen mary university of london,,QueenMary University ofLondon,,Match
queen mary university of london,,qm university of london,,Match
queen mary university of london,,QueenMaryUL,,Match
grant thornton uk llp,,GrantThOrnton UK LLP,,Match
grant thornton uk llp,,GrantThorn ton UK LLP,,Match
grant thornton uk llp,,grant uk llp,,Match
grant thornton uk llp,,GT UK LLP,,Match
grant thornton uk llp,,grant thornton llp,,Match
grant thornton uk llp,,GrantThornton UK,,Match
grant thornton uk llp,,GrantThorntonUKLLP,,Match
national trust,,national trst,,Match
national trust,,Nation al Trust,,Match
national trust,,Nationa Trust,,Match
national trust,,NatTrust,,Match
national trust,,Nat. Trust,,Match
national trust,,NatTrst,,Match
national trust,,NationalTrst,,Match
the london school of economics and political science (lse),,LSE,,Match
the london school of economics and political science (lse),,London School of Economics,,Match
the london school of economics and political science (lse),,LS E,,Match
the london school of economics and political science (lse),,THe London School Econom ics and PoliticalScience,,Match
the london school of economics and political science (lse),,L S E,,Match
the london school of economics and political science (lse),,L.S.E.,,Match
the london school of economics and political science (lse),,LondonSchoolof Economics,,Match
misys,,misyz,,Match
misys,,Missys,,Match
misys,,Missis,,Match
misys,,MYsys,,Match
misys,,misy,,Match
misys,,MI sys,,Match
misys,,mis y s,,Match
costa coffee,,costa coffe,,Match
costa coffee,,costacoffee,,Match
costa coffee,,COsta Coffee,,Match
costa coffee,,costa Coffe,,Match
costa coffee,,costa cofefe,,Match
costa coffee,,costa coffeee,,Match
costa coffee,,coffea,,Match
mpc,,mcp,,Match
mpc,,m p c,,Match
mpc,,MPC,,Match
mpc,,mp cc,,Match
mpc,,mcp ,,Match
mpc,,M P C,,Match
mpc,,mp c,,Match
knight frank,,KnightFrank,,Match
knight frank,,kngith frank,,Match
knight frank,,Kknight Frankk,,Match
knight frank,,kight frnk,,Match
knight frank,,knight franc,,Match
knight frank,,knigh frank,,Match
coventry university,,coventry uni,,Match
coventry university,,C oven tr y University,,Match
coventry university,,Coventra University,,Match
coventry university,,Coventry Univrsity,,Match
coventry university,,Cov Uni,,Match
coventry university,,Coventr Unversity,,Match
coventry university,,coventry univrsity,,Match
plan international,,plan internatinal,,Match
plan international,,plan internacional,,Match
plan international,,pian international,,Match
plan international,,PlanIntl,,Match
plan international,,PInternational,,Match
plan international,,pl an international,,Match
plan international,,Plan International,,Match
ministry of justice uk,, Ministry ofJust ice UK,,Match
ministry of justice uk,,Ministry Justice UK,,Match
ministry of justice uk,,ministryofjustce UK,,Match
ministry of justice uk,,MOJ UK,,Match
ministry of justice uk,,MinistryJustice UK,,Match
ministry of justice uk,,MO Justice UK,,Match
ministry of justice uk,,MinJusUK,,Match
the open university,,Open University,,Match
the open university,,TheOpen University,,Match
the open university,,TheOpen Uni,,Match
the open university,,Top open university,,Match
the open university,,TheOpen Unierversity,,Match
the open university,,TOpenUni,,Match
the open university,,Open Uni,,Match
whitbread,,whitbred,,Match
whitbread,,Whit bread,,Match
whitbread,,whitbread plc,,Match
whitbread,,WhitBread,,Match
whitbread,,witbread,,Match
whitbread,,Whitebread,,Match
whitbread,,whitbrad,,Match
arcadia group ltd,,arcadiagroupltd,,Match
arcadia group ltd,,Acadia Group,,Match 
arcadia group ltd,,arcadia group limited,,Match
arcadia group ltd,,Arcadia Ltd,,Match
arcadia group ltd,,Arcadia group,,Match
arcadia group ltd,,arcadia-grp-ltd,,Match
pentair,,PentIr,,Match
pentair,,Pentar,,Match 
pentair,,pent air,,Match 
pentair,,Pen tair,,Match 
pentair,,PentAir,,Match 
pentair,,Penter,,Match 
reed business information,, Reed Bus Information,,Match 
reed business information,,Reed Biz Information,,Match 
reed business information,,Reed Business Info,,Match 
reed business information,,RBI,,Match 
reed business information,,ReedBusinessInformation,,Match 
reed business information,,ReedBusInf,,Match 
reed business information,,R.B.I,,Match 
dentsu aegis network,,DentsuAegi sNet work,,Match 
dentsu aegis network,,DA Network,,Match 
dentsu aegis network,,Dent suAegisNetwork,,Match 
dentsu aegis network,, DensuAeg Network,,Match 
dentsu aegis network,,DentsuAgesiNetwork,,Match
dentsu aegis network,,DentsuAegisNetowrk,,Match 
dentsu aegis network,,DentsuAgis Network,,Match 
ibm,,IBM,,Match
ibm,,International Business Machines,,Match
ibm,,I.B.M.,,Match
ibm,,IbM,,Match
ibm,,International Business Machines Corp,,Match
ibm,,Intl Business Machines,,Match
ibm,,Int'l Business Machines,,Match
us army,,U.S. Army,,Match
us army,,United States Army,,Match
us army,,USArmy,,Match
us army,,US Army,,Match
us army,,U S Army,,Match
us army,,Army,,Match
us army,,U.S. Army Forces,,Match
hewlett-packard,,Hewlett Packard,,Match
hewlett-packard,,Hewlett-Packard Co,,Match
hewlett-packard,,HewlettPackard,,Match
hewlett-packard,,HP,,Match
hewlett-packard,,H-P,,Match
hewlett-packard,,Hewlit Packard,,Match
hewlett-packard,,Hewlett-Packrd,,Match
pwc,,PWC,,Match
pwc,,PricewaterhouseCoopers,,Match
pwc,,Price Waterhouse Coopers,,Match
pwc,,Price Waterhouse,,Match
pwc,,Pricewaterhouse,,Match
pwc,,Pricewaterhouse Coopers LLP,,Match
pwc,,P.W.C.,,Match
deloitte,,Deloitte LLC,,Match
deloitte,,Deloitte Touche Tohmatsu,,Match
deloitte,,Deloitte Touche,,Match
deloitte,,DeLoitte,,Match
deloitte,,Deloite,,Match
deloitte,,Deloitte LLP,,Match
deloitte,,Deloitee,,Match
us navy,,U.S. Navy,,Match
us navy,,United States Navy,,Match
us navy,,USN,,Match
us navy,,U S Navy,,Match
us navy,,U.S.N.,,Match
us navy,,US Navy,,Match
us navy,,Naval Forces,,Match
united states air force,,U.S. Air Force,,Match
united states air force,,USAF,,Match
united states air force,,US Air Force,,Match
united states air force,,U S Air Force,,Match
united states air force,,United States Airforce,,Match
united states air force,,United States Air Force,,Match
united states air force,,Air Force,,Match
citi,,CitiBank,,Match
citi,,CityBank,,Match
citi,,Citibank N.A.,,Match
citi,,Citigroup,,Match
citi,,Citigroup Inc.,,Match
citi,,Citibank,,Match
citi,,Citicorp,,Match
bank of america,,Bank of America,,Match
bank of america,,Bank of Am.,,Match
bank of america,,BoA,,Match
bank of america,,BankAmerica,,Match
bank of america,,BankofAmerica,,Match
bank of america,,BofA,,Match
bank of america,,The Bank of America,,Match
microsoft,,Microsoft Corporation,,Match
microsoft,,MSFT,,Match
microsoft,,MicroSoft,,Match
microsoft,,Microsoft Corp,,Match
microsoft,,Microsoft Inc,,Match
microsoft,,Microsoft Corporations,,Match
microsoft,,M-S-Corp.,,Match
walmart,,Wal-Mart,,Match
walmart,,Wal Mart,,Match
walmart,,Walmart Inc,,Match
walmart,,Walmart Stores,,Match
walmart,,WalmartStores,,Match
walmart,,Wal-Mart Stores Inc.,,Match
walmart,,Walmart Corporation,,Match
at&t,,AT&T Inc.,,Match
at&t,,AT&T Corp,,Match
at&t,,AT and T,,Match
at&t,,ATT,,Match
at&t,,At&T,,Match
at&t,,AT&T Communications,,Match
at&t,,American Telephone and Telegraph,,Match
wells fargo,,Wells Fargo & Co.,,Match
wells fargo,,Wells Fargoe,,Match
wells fargo,,Wells Fargo Bank,,Match
wells fargo,,WellsFargo,,Match
wells fargo,,Wells,,Match
wells fargo,,WF,,Match
wells fargo,,Wells Fargo & Company,,Match
jpmorgan chase & co.,,JP Morgan Chase & Co.,,Match
jpmorgan chase & co.,,JPMorgan Chase,,Match
jpmorgan chase & co.,,JPMorgan,,Match
jpmorgan chase & co.,,JP Morgan,,Match
jpmorgan chase & co.,,JPMorgan Chase and Co.,,Match
jpmorgan chase & co.,,J P Morgan Chase & Co,,Match
jpmorgan chase & co.,,JP Morgan Chase and Company,,Match
mcdonald's corporation,,McDonald's,,Match
mcdonald's corporation,,McDonalds Corporation,,Match
mcdonald's corporation,,McDonald's Corp,,Match
mcdonald's corporation,,Mc Donald's,,Match
mcdonald's corporation,,McDonalds,,Match
mcdonald's corporation,,Mcdonalds Inc,,Match
mcdonald's corporation,,McDonald's Restaurants LTD,,Match
cognizant technology solutions,,Cognizant,,Match
cognizant technology solutions,,Cognizant Tech Solutions,,Match
cognizant technology solutions,,Cognizant Technology,,Match
cognizant technology solutions,,Cognizant Technology Solution,,Match
cognizant technology solutions,,CTS,,Match
cognizant technology solutions,,Cognizant Technologies,,Match
cognizant technology solutions,,Cognizant Technology Sols.,,Match
oracle,,Oracle Corp.,,Match
oracle,,Oracle Corporation,,Match
oracle,,Oracal,,Match
oracle,,Oracles,,Match
oracle,,Orcale,,Match
oracle,,Oracle Corporations,,Match
oracle,,Oacle,,Match
target,,Target Corp.,,Match
target,,Target Corporation,,Match
target,,Target Inc.,,Match
target,,Traget,,Match
target,,Target Corporation Inc.,,Match
target,,TGT,,Match
target,,Target Brands Inc.,,Match
apple,,Apple Inc.,,Match
apple,,Apple Incorporated,,Match
apple,,Apple Computers,,Match
apple,,Apple Computer,,Match
apple,,Appel,,Match
apple,,AAPL,,Match
apple,,Apple Inc,,Match
pfizer,,Pfizer Inc.,,Match
pfizer,,Pfizer Inc,,Match
pfizer,,Pfizerr,,Match
pfizer,,Pizer,,Match
pfizer,,Pfiser,,Match
pfizer,,Pifzer,,Match
pfizer,,Pfizer Incorporated,,Match
united states marine corps,,United States Marine Corp,,Match
united states marine corps,,US Marine Corps,,Match
united states marine corps,,U.S. Marine Corps,,Match
united states marine corps,,USMC,,Match
united states marine corps,,U.S.M.C.,,Match
united states marine corps,,United States Marines,,Match
united states marine corps,,US Marines,,Match
dell,,Dell Inc.,,Match
dell,,Dell Technologies,,Match
dell,,Del,,Match
dell,,Dell Tech,,Match
dell,,Dell Techs,,Match
dell,,DELL,,Match
dell,,Dell Comp,,Match
amazon,,Amazon.com,,Match
amazon,,Amazone,,Match
